Effective area for Roman (m^2) - parameters as of 2021 06 14

Mirror surfaces are coated with Ag

   Wave      F062      F087      F106      F129      F158      F184      F146      F213    SNPrism   Grism_1stOrder  Grism_0thOrder
     2.121    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8313    0.0000      0.0000      0.0000
     2.122    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8311    0.0000      0.0000      0.0000
     2.123    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8316    0.0000      0.0000      0.0000
     2.124    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8322    0.0000      0.0000      0.0000
     2.125    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8327    0.0000      0.0000      0.0000
     2.126    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8333    0.0000      0.0000      0.0000
     2.127    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8346    0.0000      0.0000      0.0000
     2.128    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8358    0.0000      0.0000      0.0000
     2.129    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8365    0.0000      0.0000      0.0000
     2.130    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8369    0.0000      0.0000      0.0000
     2.131    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8373    0.0000      0.0000      0.0000
     2.132    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8379    0.0000      0.0000      0.0000
     2.133    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8384    0.0000      0.0000      0.0000
     2.134    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8388    0.0000      0.0000      0.0000
     2.135    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8393    0.0000      0.0000      0.0000
     2.136    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8397    0.0000      0.0000      0.0000
     2.137    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8402    0.0000      0.0000      0.0000
     2.138    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8406    0.0000      0.0000      0.0000
     2.139    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8411    0.0000      0.0000      0.0000
     2.140    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8414    0.0000      0.0000      0.0000
     2.141    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8417    0.0000      0.0000      0.0000
     2.142    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8422    0.0000      0.0000      0.0000
     2.143    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8432    0.0000      0.0000      0.0000
     2.144    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8443    0.0000      0.0000      0.0000
     2.145    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8448    0.0000      0.0000      0.0000
     2.146    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8449    0.0000      0.0000      0.0000
     2.147    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8451    0.0000      0.0000      0.0000
     2.148    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8454    0.0000      0.0000      0.0000
     2.149    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8457    0.0000      0.0000      0.0000
     2.150    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8459    0.0000      0.0000      0.0000
     2.151    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8460    0.0000      0.0000      0.0000
     2.152    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8462    0.0000      0.0000      0.0000
     2.153    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8463    0.0000      0.0000      0.0000
     2.154    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8464    0.0000      0.0000      0.0000
     2.155    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8465    0.0000      0.0000      0.0000
     2.156    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8466    0.0000      0.0000      0.0000
     2.157    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8466    0.0000      0.0000      0.0000
     2.158    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8467    0.0000      0.0000      0.0000
     2.159    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8467    0.0000      0.0000      0.0000
     2.160    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8467    0.0000      0.0000      0.0000
     2.161    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8467    0.0000      0.0000      0.0000
     2.162    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8467    0.0000      0.0000      0.0000
     2.163    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8465    0.0000      0.0000      0.0000
     2.164    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8466    0.0000      0.0000      0.0000
     2.165    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8473    0.0000      0.0000      0.0000
     2.166    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8479    0.0000      0.0000      0.0000
     2.167    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8480    0.0000      0.0000      0.0000
     2.168    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8477    0.0000      0.0000      0.0000
     2.169    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8475    0.0000      0.0000      0.0000
     2.170    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8474    0.0000      0.0000      0.0000
     2.171    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8473    0.0000      0.0000      0.0000
     2.172    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8471    0.0000      0.0000      0.0000
     2.173    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8470    0.0000      0.0000      0.0000
     2.174    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8468    0.0000      0.0000      0.0000
     2.175    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8466    0.0000      0.0000      0.0000
     2.176    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8464    0.0000      0.0000      0.0000
     2.177    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8462    0.0000      0.0000      0.0000
     2.178    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8459    0.0000      0.0000      0.0000
     2.179    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8457    0.0000      0.0000      0.0000
     2.180    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8454    0.0000      0.0000      0.0000
     2.181    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8452    0.0000      0.0000      0.0000
     2.182    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8449    0.0000      0.0000      0.0000
     2.183    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8446    0.0000      0.0000      0.0000
     2.184    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8443    0.0000      0.0000      0.0000
     2.185    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8440    0.0000      0.0000      0.0000
     2.186    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8437    0.0000      0.0000      0.0000
     2.187    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8434    0.0000      0.0000      0.0000
     2.188    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8431    0.0000      0.0000      0.0000
     2.189    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8428    0.0000      0.0000      0.0000
     2.190    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8424    0.0000      0.0000      0.0000
     2.191    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8419    0.0000      0.0000      0.0000
     2.192    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8417    0.0000      0.0000      0.0000
     2.193    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8420    0.0000      0.0000      0.0000
     2.194    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8424    0.0000      0.0000      0.0000
     2.195    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8422    0.0000      0.0000      0.0000
     2.196    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8416    0.0000      0.0000      0.0000
     2.197    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8410    0.0000      0.0000      0.0000
     2.198    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8407    0.0000      0.0000      0.0000
     2.199    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8411    0.0000      0.0000      0.0000
     2.200    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8413    0.0000      0.0000      0.0000
     2.201    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8409    0.0000      0.0000      0.0000
     2.202    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8405    0.0000      0.0000      0.0000
     2.203    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8407    0.0000      0.0000      0.0000
     2.204    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8410    0.0000      0.0000      0.0000
     2.205    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8407    0.0000      0.0000      0.0000
     2.206    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8400    0.0000      0.0000      0.0000
     2.207    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8395    0.0000      0.0000      0.0000
     2.208    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8390    0.0000      0.0000      0.0000
     2.209    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8384    0.0000      0.0000      0.0000
     2.210    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8378    0.0000      0.0000      0.0000
     2.211    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8371    0.0000      0.0000      0.0000
     2.212    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8365    0.0000      0.0000      0.0000
     2.213    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8360    0.0000      0.0000      0.0000
     2.214    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8351    0.0000      0.0000      0.0000
     2.215    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8335    0.0000      0.0000      0.0000
     2.216    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8321    0.0000      0.0000      0.0000
     2.217    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8319    0.0000      0.0000      0.0000
     2.218    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8318    0.0000      0.0000      0.0000
     2.219    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8311    0.0000      0.0000      0.0000
     2.220    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8299    0.0000      0.0000      0.0000
     2.221    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8290    0.0000      0.0000      0.0000
     2.222    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8278    0.0000      0.0000      0.0000
     2.223    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8259    0.0000      0.0000      0.0000
     2.224    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8239    0.0000      0.0000      0.0000
     2.225    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8224    0.0000      0.0000      0.0000
     2.226    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8211    0.0000      0.0000      0.0000
     2.227    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8196    0.0000      0.0000      0.0000
     2.228    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8179    0.0000      0.0000      0.0000
     2.229    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8162    0.0000      0.0000      0.0000
     2.230    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8143    0.0000      0.0000      0.0000
     2.231    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8123    0.0000      0.0000      0.0000
     2.232    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8101    0.0000      0.0000      0.0000
     2.233    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8078    0.0000      0.0000      0.0000
     2.234    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8053    0.0000      0.0000      0.0000
     2.235    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.8026    0.0000      0.0000      0.0000
     2.236    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.7997    0.0000      0.0000      0.0000
     2.237    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.7964    0.0000      0.0000      0.0000
     2.238    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.7932    0.0000      0.0000      0.0000
     2.239    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.7903    0.0000      0.0000      0.0000
     2.240    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.7872    0.0000      0.0000      0.0000
     2.241    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.7833    0.0000      0.0000      0.0000
     2.242    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.7786    0.0000      0.0000      0.0000
     2.243    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.7737    0.0000      0.0000      0.0000
     2.244    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.7687    0.0000      0.0000      0.0000
     2.245    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.7640    0.0000      0.0000      0.0000
     2.246    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.7588    0.0000      0.0000      0.0000
     2.247    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.7527    0.0000      0.0000      0.0000
     2.248    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.7458    0.0000      0.0000      0.0000
     2.249    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.7385    0.0000      0.0000      0.0000
     2.250    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.7310    0.0000      0.0000      0.0000
     2.251    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.7238    0.0000      0.0000      0.0000
     2.252    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.7161    0.0000      0.0000      0.0000
     2.253    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.7072    0.0000      0.0000      0.0000
     2.254    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.6975    0.0000      0.0000      0.0000
     2.255    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.6875    0.0000      0.0000      0.0000
     2.256    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.6766    0.0000      0.0000      0.0000
     2.257    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.6644    0.0000      0.0000      0.0000
     2.258    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.6516    0.0000      0.0000      0.0000
     2.259    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.6386    0.0000      0.0000      0.0000
     2.260    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.6252    0.0000      0.0000      0.0000
     2.261    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.6109    0.0000      0.0000      0.0000
     2.262    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.5957    0.0000      0.0000      0.0000
     2.263    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.5798    0.0000      0.0000      0.0000
     2.264    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.5631    0.0000      0.0000      0.0000
     2.265    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.5455    0.0000      0.0000      0.0000
     2.266    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.5270    0.0000      0.0000      0.0000
     2.267    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.5076    0.0000      0.0000      0.0000
     2.268    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.4874    0.0000      0.0000      0.0000
     2.269    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.4662    0.0000      0.0000      0.0000
     2.270    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.4441    0.0000      0.0000      0.0000
     2.271    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.4211    0.0000      0.0000      0.0000
     2.272    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.3971    0.0000      0.0000      0.0000
     2.273    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.3722    0.0000      0.0000      0.0000
     2.274    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.3463    0.0000      0.0000      0.0000
     2.275    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.3195    0.0000      0.0000      0.0000
     2.276    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.2918    0.0000      0.0000      0.0000
     2.277    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.2631    0.0000      0.0000      0.0000
     2.278    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.2335    0.0000      0.0000      0.0000
     2.279    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.2029    0.0000      0.0000      0.0000
     2.280    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.1715    0.0000      0.0000      0.0000
     2.281    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.1392    0.0000      0.0000      0.0000
     2.282    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.1060    0.0000      0.0000      0.0000
     2.283    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.0720    0.0000      0.0000      0.0000
     2.284    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.0371    0.0000      0.0000      0.0000
     2.285    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    2.0015    0.0000      0.0000      0.0000
     2.286    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    1.9651    0.0000      0.0000      0.0000
     2.287    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    1.9281    0.0000      0.0000      0.0000
     2.288    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    1.8903    0.0000      0.0000      0.0000
     2.289    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    1.8519    0.0000      0.0000      0.0000
     2.290    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    1.8130    0.0000      0.0000      0.0000
     2.291    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    1.7734    0.0000      0.0000      0.0000
     2.292    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    1.7335    0.0000      0.0000      0.0000
     2.293    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    1.6930    0.0000      0.0000      0.0000
     2.294    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    1.6522    0.0000      0.0000      0.0000
     2.295    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    1.6109    0.0000      0.0000      0.0000
     2.296    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    1.5695    0.0000      0.0000      0.0000
     2.297    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    1.5282    0.0000      0.0000      0.0000
     2.298    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    1.4867    0.0000      0.0000      0.0000
     2.299    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    1.4448    0.0000      0.0000      0.0000
     2.300    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    1.4027    0.0000      0.0000      0.0000
     2.301    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    1.3608    0.0000      0.0000      0.0000
     2.302    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    1.3189    0.0000      0.0000      0.0000
     2.303    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    1.2768    0.0000      0.0000      0.0000
     2.304    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    1.2350    0.0000      0.0000      0.0000
     2.305    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    1.1936    0.0000      0.0000      0.0000
     2.306    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    1.1527    0.0000      0.0000      0.0000
     2.307    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    1.1120    0.0000      0.0000      0.0000
     2.308    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    1.0718    0.0000      0.0000      0.0000
     2.309    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    1.0323    0.0000      0.0000      0.0000
     2.310    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.9932    0.0000      0.0000      0.0000
     2.311    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.9545    0.0000      0.0000      0.0000
     2.312    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.9163    0.0000      0.0000      0.0000
     2.313    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.8787    0.0000      0.0000      0.0000
     2.314    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.8419    0.0000      0.0000      0.0000
     2.315    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.8058    0.0000      0.0000      0.0000
     2.316    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.7704    0.0000      0.0000      0.0000
     2.317    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.7358    0.0000      0.0000      0.0000
     2.318    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.7020    0.0000      0.0000      0.0000
     2.319    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.6689    0.0000      0.0000      0.0000
     2.320    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.6367    0.0000      0.0000      0.0000
     2.321    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.6055    0.0000      0.0000      0.0000
     2.322    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.5752    0.0000      0.0000      0.0000
     2.323    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.5459    0.0000      0.0000      0.0000
     2.324    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.5175    0.0000      0.0000      0.0000
     2.325    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.4900    0.0000      0.0000      0.0000
     2.326    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.4634    0.0000      0.0000      0.0000
     2.327    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.4380    0.0000      0.0000      0.0000
     2.328    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.4134    0.0000      0.0000      0.0000
     2.329    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.3897    0.0000      0.0000      0.0000
     2.330    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.3669    0.0000      0.0000      0.0000
     2.331    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.3450    0.0000      0.0000      0.0000
     2.332    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.3241    0.0000      0.0000      0.0000
     2.333    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.3041    0.0000      0.0000      0.0000
     2.334    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.2850    0.0000      0.0000      0.0000
     2.335    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.2668    0.0000      0.0000      0.0000
     2.336    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.2495    0.0000      0.0000      0.0000
     2.337    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.2331    0.0000      0.0000      0.0000
     2.338    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.2175    0.0000      0.0000      0.0000
     2.339    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.2026    0.0000      0.0000      0.0000
     2.340    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.1886    0.0000      0.0000      0.0000
     2.341    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.1753    0.0000      0.0000      0.0000
     2.342    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.1628    0.0000      0.0000      0.0000
     2.343    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.1510    0.0000      0.0000      0.0000
     2.344    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.1399    0.0000      0.0000      0.0000
     2.345    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.1294    0.0000      0.0000      0.0000
     2.346    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.1195    0.0000      0.0000      0.0000
     2.347    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.1103    0.0000      0.0000      0.0000
     2.348    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.1016    0.0000      0.0000      0.0000
     2.349    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0935    0.0000      0.0000      0.0000
     2.350    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0860    0.0000      0.0000      0.0000
     2.351    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0790    0.0000      0.0000      0.0000
